Nama_Ruas,Kecamatan,Panjang,Lebar,Kondisi,15 April,15,16 April,16,17 April,17,18 April,18,19 April,19,20 April,20,21 April,21,22 April,22,23 April,23,24 April,24,25 April,25,26 April,26,27 April,27,28 April,28,29 April,29
Jl. Nilam,tembalang,256 M,4 M,Sedang,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,9 Menit,lancar,9 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit
Jl. Sambiroto 4,tembalang,606 M,3 M,Baik,lancar,8 Menit,lancar,8 Menit,lancar,9 Menit,lancar,8 Menit,lancar,9 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit
Jl. Kompol R. Soekanto,tembalang,"4,052 M",10 M,Sedang,lancar,9 Menit,sedang,9 Menit,lancar,9 Menit,lancar,9 Menit,sedang,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit
"Jl. Kol. H. Iman Soeparto Tjakrajoeda, Sh",tembalang,"4,208 M",4 M,Baik,lancar,9 Menit,lancar,8 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit
Jl. Kedungmundu,tembalang,"3,878 M",12 M,Baik,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,macet,12 Menit,macet,12 Menit,macet,12 Menit,lancar,8 Menit,macet,12 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Bukit Cemara Mustika,tembalang,246 M,8 M,Sedang,lancar,7 Menit,sedang,9 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit
Jl. Elang,tembalang,"1,496 M",4 M,Baik,lancar,8 Menit,lancar,9 Menit,lancar,9 Menit,lancar,8 Menit,lancar,8 Menit,lancar,7 Menit,macet,8 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit
Jl. Sambiroto 7,tembalang,233 M,3 M,Sedang,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,macet,10 Menit,macet,10 Menit,macet,10 Menit,macet,10 Menit,macet,10 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit
Jl. Karanggawang,tembalang,"1,069 M",4 M,Baik,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit
Jl. Mangunharjo 1,tembalang,"1,811 M",3 M,Sedang,sedang,8 Menit,sedang,8 Menit,sedang,8 Menit,sedang,8 Menit,sedang,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit
Jl. Sambiroto 3,tembalang,601 M,3 M,Sedang,lancar,8 Menit,sedang,9 Menit,lancar,8 Menit,lancar,8 Menit,sedang,8 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit
Jl. Mulawarman Barat 2,tembalang,472 M,8 M,Sedang,lancar,8 Menit,sedang,9 Menit,lancar,8 Menit,lancar,8 Menit,sedang,8 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,18 Menit,lancar,18  Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit
Jl. Salak,tembalang,316 M,3 M,Baik,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,10 Menit,lancar,10 Menit,macet,11 Menit,macet,11 Menit,lancar,10 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit
Jl. Sendangguwo Selatan 9,tembalang,500 M,3 M,Baik,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit
Jl. Sambiroto Asri Barat,tembalang,986 M,4 M,Sedang,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,sedang,8 Menit
Jl. Gondang,tembalang,"1,190 M",4 M,Sedang,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit
Jl. Sipodang,tembalang,358 M,3 M,Baik,lancar,10 Menit,lancar,9 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit
Jl. Timoho 1,tembalang,387 M,3 M,Baik,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit
Jl. Tembalang Baru,tembalang,304 M,3 M,Sedang,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,20 Menit,lancar,20 Menit,lancar,20 Menit,lancar,20 Menit,lancar,20 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit
Jl. Gerung Sari 1,tembalang,236 M,3 M,Baik,lancar,10 Menit,lancar,9 Menit,lancar,10 Menit,lancar,9 Menit,lancar,10 Menit,lacncar,4 Menit,lacncar,4 Menit,lacncar,4 Menit,lacncar,4 Menit,lacncar,4 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit
Jl. Perum Diponegoro,tembalang,973 M,4 M,Sedang,sedang,9 Menit,sedang,9 Menit,sedang,9 Menit,sedang,9 Menit,sedang,9 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Tamtama Timur Dalam,tembalang,318 M,3 M,Baik,lancar,8 Menit,sedang,8 Menit,lancar,8 Menit,lancar,8 Menit,sedang,8 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit
Jl. Jangli Gabeng,tembalang,"1,563 M",4 M,Sedang,sedang,8 Menit,sedang,9 Menit,sedang,8 Menit,sedang,8 Menit,sedang,8 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit
Jl. Salak 1,tembalang,337 M,3 M,Baik,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit
Jl. Sawi 9,tembalang,294 M,3 M,Baik,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,3 Menit
Jl. K.H. Sirajudin,tembalang,431 M,8 M,Baik,lancar,9 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,9 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit
Jl. Mulawarman 5,tembalang,266 M,4 M,Sedang,lancar,7 Menit,sedang,8 Menit,lancar,7 Menit,lancar,7 Menit,sedang,8 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit
Jl. Banyuputih,tembalang,"1,076 M",7 M,Baik,sedang,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,sedang,20 Menit,sedang,20 Menit,sedang,20 Menit,sedang,20 Menit,lancar,18 Menit
Jl. Rogojembangan,tembalang,629 M,5 M,Sedang,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Saputan,tembalang,644 M,5 M,Sedang,lancar,5 Menit,lancar,4 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit
Jl. Gayam Sari Selatan,tembalang,447 M,3 M,Baik,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,sedang,5 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit
Jl. Sendangguwo Selatan,tembalang,696 M,3 M,Baik,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,5 Menit,sedang,5 Menit,lancar,5 Menit,lancar,4 Menit,lancar,5 Menit
Jl. Lobak 2,tembalang,253 M,4 M,Sedang,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit
Jl. Lembayung,tembalang,276 M,4 M,Baik,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit
Jl. Sawi,tembalang,518 M,4 M,Baik,lancar,4 Menit,lancar,3 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,maacet,8 Menit,lancar,7 Menit,maacet,8 Menit,maacet,8 Menit,lancar,7 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit
Jl. Bukit Cemara Mustika 6,tembalang,185 M,8 M,Baik,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,4 Menit,lancar,4 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit
Jl. Timoho Barat 3,tembalang,174 M,4 M,Sedang,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit
Jl. Ngemplak,tembalang,222 M,4 M,Sedang,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit
Jl. Karanggawang Barat,tembalang,604 M,4 M,Baik,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit
Jl. Banteng,tembalang,"1,243 M",3 M,Sedang,lancar,8 Menit,lancar,7 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Jangli Gabeng 3,tembalang,371 M,3 M,Baik,lancar,10 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,10 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit
Jl. Sambiroto 5,tembalang,451 M,3 M,Sedang,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Tembalang Baru 4,tembalang,362 M,3 M,Baik,lancar,18 Menit,lancar,18 Menit,sedang,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Genting 2,tembalang,549 M,3 M,Baik,lancar,18 Menit,lancar,18 Menit,sedang,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,4 Menit,lancar,4 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Genting 1,tembalang,601 M,3 M,Sedang,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,4 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit
Jl. Rowo Tengah,tembalang,407 M,4 M,Baik,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit,lancar,10 Menit
Jl. Tampirejo 2,tembalang,410 M,4 M,Baik,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit
Jl. Kedung Winong,tembalang,827 M,3 M,Baik,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,macet,20 Menit,macet,20 Menit,lancar,18 Menit,lancar,18 Menit,macet,20 Menit,lancar,18 Menit,lancar,18 Menit,sedang,20 Menit,lancar,18 Menit,lancar,18 Menit
Jl. Sinar Mulyo,tembalang,278 M,3 M,Sedang,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,14 Menit,lancar,16 Menit,lancar,14 Menit,lancar,14 Menit,lancar,16 Menit
Jl. Elangsari Timur,tembalang,761 M,4 M,Baik,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,14 Menit
Jl. Elangsari,tembalang,276 M,5 M,Sedang,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,4 Menit,lancar,5 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,14 Menit,lancar,16 Menit
Jl. Berlian,tembalang,385 M,4 M,Baik,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit
Jl. Bulusan Utara,tembalang,477 M,4 M,Sedang,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit
Jl. Banteng 3,tembalang,683 M,3 M,Baik,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,8 Menit,lancar,8 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,4 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit
Jl. Timoho Timur 4,tembalang,119 M,3 M,Sedang,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit
Jl. Banjarsari Barat,tembalang,621 M,6 M,Sedang,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,3 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit
Jl. Bayem,tembalang,243 M,4 M,Baik,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit
Jl. Prof. Suharso,tembalang,"2,770 M",6 M,Baik,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Klipang Timur,tembalang,"1,319 M",3 M,Baik,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,sedang,12 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,3 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit
Jl. Bukit Kelapa Sawit 8,tembalang,380 M,8 M,Baik,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,14 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Kampung Dadapan,tembalang,931 M,3 M,Baik,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit
Jl. Bukit Bougenvile,tembalang,"1,290 M",10 M,Sedang,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,10 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Sinar Waluyo,tembalang,678 M,5 M,Baik,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,maacet,8 Menit,lancar,7 Menit,maacet,8 Menit,maacet,8 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Sinar Mukti,tembalang,270 M,3 M,Sedang,lancar,6 Menit,lancar,6 Menit,lancar,7 Menit,lancar,6 Menit,lancar,6 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit
Jl. Tulus,tembalang,918 M,6 M,Baik,lancar,7 Menit,lancar,7 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,12 Menit,sedang,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit
Jl. Ketileng Indah 1,tembalang,426 M,4 M,Baik,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,12 Menit,sedang,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit
Jl. Ketileng Indah Blok M,tembalang,237 M,4 M,Baik,lancar,9 Menit,lancar,8 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,2  Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit
Jl. Ketileng Puspita,tembalang,238 M,3 M,Baik,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,2  Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit
Jl. Ketileng Kencana,tembalang,286 M,4 M,Baik,lancar,9 Menit,lancar,8 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,12 Menit,lancar,14 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit
Jl. Ketileng Indah Blok N,tembalang,177 M,3 M,Baik,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit
Jl. Pengkol,tembalang,"2,125 M",5 M,Baik,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,16 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,2  Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit
Jl. Pengkol 1,tembalang,349 M,3 M,Baik,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,14 Menit,lancar,4 Menit,lancar,4 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit
Jl. Sinar Agung,tembalang,236 M,4 M,Sedang,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,4 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit
Jl. Amposari Barat,tembalang,274 M,3 M,Rusak Ringan,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,7 Menit
Jl. Sinar Waluyo Utara,tembalang,345 M,3 M,Baik,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,18 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit
Jl. Sinar Gemah Timur,tembalang,367 M,4 M,Sedang,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,macet,20 Menit,macet,20 Menit,lancar,18 Menit,lancar,18 Menit,macet,20 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit
